stop,line,destination,url,station_id
Arret Adolphe Fischer,19,GARE CENTRALE,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-adolphe-fischer,1521116
Arret Aeroport Quai 1,6,"SENNINGERBERG, Aéroport",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-aeroport-quai-1,1110901
Arret Aeroport Quai 1,6,BERTRANGE Gemeng,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-aeroport-quai-1,1110901
Arret Aeroport Quai 1,16,"SENNINGERBERG, Aéroport",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-aeroport-quai-1,1110901
Arret Aeroport Quai 1,16,"BERTRANGE, École Européenne II",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-aeroport-quai-1,1110901
Arret Aeroport Quai 3,29,"CLOCHE D'OR, Guillaume Kroll",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-aeroport-quai-3,1110903
Arret Aeroport Quai 4,29,"SENNINGERBERG, Charlys Statioun",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-aeroport-quai-4,1110913
Arret Al Avenue Quai 1,10,"STEINSEL, Mich. Rodange Plaz",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,13,"BELAIR, Centre Hospitalier",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,14,"CENTS, Waassertuerm",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,18,"KIRCHBERG, Luxexpo entrée Sud",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,23,"EICH, Centre culturel",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,29,"SENNINGERBERG, Charlys Statioun",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,4,"DOMMELDANGE, Parc de l'Europe",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,19,"BELLEVUE, Neumans Park",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,94,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,95,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 1,98,"Limpertsberg, Theater",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-1,1611027
Arret Al Avenue Quai 2,10,"BERTRANGE, Belle Étoile",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-2,1611902
Arret Al Avenue Quai 2,13,"KOHLENBERG, Boy Konen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-2,1611902
Arret Al Avenue Quai 2,14,"CESSANGE, Boy Konen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-2,1611902
Arret Al Avenue Quai 2,18,"KOCKELSCHEUER, Patinoire",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-2,1611902
Arret Al Avenue Quai 2,21,"KIRCHBERG, Luxexpo entrée Sud",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-2,1611902
Arret Al Avenue Quai 2,23,"BONNEVOIE, LT de Bonnevoie",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-2,1611902
Arret Al Avenue Quai 2,4,"LEUDELANGE, Gemeng",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-avenue-quai-2,1611902
Arret Al Gaasperech Quai 1,13,"BELAIR, Centre Hospitalier",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-gaasperech-quai-1,1617053
Arret Al Gaasperech Quai 1,23,"EICH, Centre culturel",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-gaasperech-quai-1,1617053
Arret Al Gaasperech Quai 1,75,"CESSANGE, Rue Verte",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-gaasperech-quai-1,1617053
Arret Al Gaasperech Quai 1,95,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-gaasperech-quai-1,1617053
Arret Al Gaasperech Quai 2,13,"KOHLENBERG, Boy Konen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-gaasperech-quai-2,1617060
Arret Al Gaasperech Quai 2,23,"BONNEVOIE, LT de Bonnevoie",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-gaasperech-quai-2,1617060
Arret Al Gaasperech Quai 2,76,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-gaasperech-quai-2,1617060
Arret Al Molkerei Quai 1,29,"SENNINGERBERG, Charlys Statioun",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-molkerei-quai-1,1160901
Arret Al Molkerei Quai 3,29,"CLOCHE D'OR, Guillaume Kroll",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-al-molkerei-quai-3,1160922
Arret Albert Borschette Quai 1,21,"KIRCHBERG, Luxexpo entrée Sud",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-albert-borschette-quai-1,1246006
Arret Albert Borschette Quai 1,25,"HAMM, Rue de Bitbourg",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-albert-borschette-quai-1,1246006
Arret Albert Borschette Quai 2,21,"ROLLINGERGRUND, Eich centre culturel",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-albert-borschette-quai-2,1246005
Arret Albert Borschette Quai 2,25,"DOMMELDANGE, Gare",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-albert-borschette-quai-2,1246005
Arret Alen Eecher Bierg Quai 1,3,"BEGGEN, Henri Dunant",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-eecher-bierg-quai-1,1628022
Arret Alen Eecher Bierg Quai 1,4,"DOMMELDANGE, Parc de l'Europe",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-eecher-bierg-quai-1,1628022
Arret Alen Eecher Bierg Quai 2,3,"HOWALD, Waassertuerm (CIPA)",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-eecher-bierg-quai-2,1628053
Arret Alen Eecher Bierg Quai 2,4,"LEUDELANGE, Gemeng",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-eecher-bierg-quai-2,1628053
Arret Alen Eecher Bierg Quai 2,71,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-eecher-bierg-quai-2,1628053
Arret Alen Eecher Bierg Quai 2,78,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-eecher-bierg-quai-2,1628053
Arret Alen Eecher Bierg Quai 2,98,"Limpertsberg, Theater",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-eecher-bierg-quai-2,1628053
Arret Alen Tramsschapp Quai 1,2,"LIMPERTSBERG, Lycée Michel Lucius",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-tramsschapp-quai-1,1750086
Arret Alen Tramsschapp Quai 1,93,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-tramsschapp-quai-1,1750086
Arret Alen Tramsschapp Quai 1,94,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-tramsschapp-quai-1,1750086
Arret Alen Tramsschapp Quai 1,95,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-tramsschapp-quai-1,1750086
Arret Alen Tramsschapp Quai 1,96,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-tramsschapp-quai-1,1750086
Arret Alen Tramsschapp Quai 2,2,"BONNEVOIE, Demy Schlechter",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-tramsschapp-quai-2,1750059
Arret Alen Tramsschapp Quai 2,72,"KIRCHBERG, Jean Monnet",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-tramsschapp-quai-2,1750059
Arret Alen Tramsschapp Quai 2,88,École Européenne,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alen-tramsschapp-quai-2,1750059
Arret Alfred De Musset,19,GARE CENTRALE,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alfred-de-musset,2311033
Arret Allee Scheffer,19,GARE CENTRALE,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-allee-scheffer,2311011
Arret Alphonse Munchen Quai 1,15,"HAMM, Ierzkaulen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-munchen-quai-1,2172028
Arret Alphonse Munchen Quai 2,15,"HOLLERICH, P+R Bouillon",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-munchen-quai-2,2172025
Arret Alphonse Weicker,T1,GARE CENTRALE,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-weicker,1855807
Arret Alphonse Weicker 0,T1,"KIRCHBERG, Luxexpo",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-weicker-0,1855808
Arret Alphonse Weicker Quai 1,12,"MERL, Celtes",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-weicker-quai-1,2721012
Arret Alphonse Weicker Quai 1,21,"KIRCHBERG, Luxexpo entrée Sud",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-weicker-quai-1,2721012
Arret Alphonse Weicker Quai 1,72,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-weicker-quai-1,2721012
Arret Alphonse Weicker Quai 2,12,"KIRCHBERG, Chambre des Métiers",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-weicker-quai-2,2721011
Arret Alphonse Weicker Quai 2,21,"ROLLINGERGRUND, Eich centre culturel",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-weicker-quai-2,2721011
Arret Alphonse Weicker Quai 2,72,"KIRCHBERG, Jean Monnet",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alphonse-weicker-quai-2,2721011
Arret Alsace Quai 1,13,"BELAIR, Centre Hospitalier",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alsace-quai-1,1122023
Arret Alsace Quai 1,18,"KIRCHBERG, Luxexpo entrée Sud",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alsace-quai-1,1122023
Arret Alsace Quai 1,23,"EICH, Centre culturel",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alsace-quai-1,1122023
Arret Alsace Quai 1,95,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alsace-quai-1,1122023
Arret Alsace Quai 2,13,"KOHLENBERG, Boy Konen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alsace-quai-2,1122018
Arret Alsace Quai 2,18,"KOCKELSCHEUER, Patinoire",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alsace-quai-2,1122018
Arret Alsace Quai 2,23,"BONNEVOIE, LT de Bonnevoie",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-alsace-quai-2,1122018
Arret Am Brill Quai 1,14,"CENTS, Waassertuerm",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-brill-quai-1,1281026
Arret Am Brill Quai 2,14,"CESSANGE, Boy Konen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-brill-quai-2,1281031
Arret Am Eck Quai 1,14,"CENTS, Waassertuerm",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-1,1934001
Arret Am Eck Quai 1,4,"DOMMELDANGE, Parc de l'Europe",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-1,1934001
Arret Am Eck Quai 1,27,"HAMM, Rue de Bitbourg",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-1,1934001
Arret Am Eck Quai 1,75,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-1,1934001
Arret Am Eck Quai 1,94,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-1,1934001
Arret Am Eck Quai 1,98,"Limpertsberg, Theater",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-1,1934001
Arret Am Eck Quai 2,14,"CESSANGE, Boy Konen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-2,1934002
Arret Am Eck Quai 2,4,"LEUDELANGE, Gemeng",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-2,1934002
Arret Am Eck Quai 2,27,"KOCKELSCHEUER, Patinoire",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-2,1934002
Arret Am Eck Quai 2,75,"CESSANGE, Rue Verte",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-am-eck-quai-2,1934002
Arret Amelie,12,"KIRCHBERG, Chambre des Métiers",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amelie,1724005
Arret Amelie,78,"DOMMELDANGE, Château",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amelie,1724005
Arret Amelie,86,École Européenne,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amelie,1724005
Arret Amelie,96,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amelie,1724005
Arret Amsterdam Quai 1,8,"LIMPERTSBERG, Lycée Michel Lucius",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amsterdam-quai-1,1635095
Arret Amsterdam Quai 1,12,"KIRCHBERG, Chambre des Métiers",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amsterdam-quai-1,1635095
Arret Amsterdam Quai 1,72,"KIRCHBERG, Jean Monnet",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amsterdam-quai-1,1635095
Arret Amsterdam Quai 1,78,"DOMMELDANGE, Château",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amsterdam-quai-1,1635095
Arret Amsterdam Quai 2,8,"BERTRANGE, Waassertuerm",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amsterdam-quai-2,1635106
Arret Amsterdam Quai 2,12,"MERL, Celtes",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amsterdam-quai-2,1635106
Arret Amsterdam Quai 2,71,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amsterdam-quai-2,1635106
Arret Amsterdam Quai 2,78,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-amsterdam-quai-2,1635106
Arret Anatole France Quai 1,2,"LIMPERTSBERG, Lycée Michel Lucius",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-anatole-france-quai-1,1880197
Arret Anatole France Quai 1,74,"BONNEVOIE, Huese Vic",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-anatole-france-quai-1,1880197
Arret Anatole France Quai 2,2,"BONNEVOIE, Demy Schlechter",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-anatole-france-quai-2,1815184
Arret Anatole France Quai 2,74,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-anatole-france-quai-2,1815184
Arret Antoine De St Exupery Quai 1,6,"SENNINGERBERG, Aéroport",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-1,1115025
Arret Antoine De St Exupery Quai 1,16,"SENNINGERBERG, Aéroport",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-1,1115025
Arret Antoine De St Exupery Quai 1,18,"KIRCHBERG, Luxexpo entrée Sud",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-1,1115025
Arret Antoine De St Exupery Quai 1,21,"KIRCHBERG, Luxexpo entrée Sud",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-1,1115025
Arret Antoine De St Exupery Quai 1,25,"HAMM, Rue de Bitbourg",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-1,1115025
Arret Antoine De St Exupery Quai 1,32,"KIRCHBERG, Prince Félix",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-1,1115025
Arret Antoine De St Exupery Quai 1,72,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-1,1115025
Arret Antoine De St Exupery Quai 2,6,BERTRANGE Gemeng,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-2,1115026
Arret Antoine De St Exupery Quai 2,16,"BERTRANGE, École Européenne II",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-2,1115026
Arret Antoine De St Exupery Quai 2,18,"KOCKELSCHEUER, Patinoire",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-2,1115026
Arret Antoine De St Exupery Quai 2,21,"ROLLINGERGRUND, Eich centre culturel",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-2,1115026
Arret Antoine De St Exupery Quai 2,25,"DOMMELDANGE, Gare",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-2,1115026
Arret Antoine De St Exupery Quai 2,32,"DOMMELDANGE, Parc de l'Europe",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-2,1115026
Arret Antoine De St Exupery Quai 2,72,"KIRCHBERG, Jean Monnet",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-de-st-exupery-quai-2,1115026
Arret Antoine Quai 1,13,"BELAIR, Centre Hospitalier",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-quai-1,1870169
Arret Antoine Quai 1,27,"KOCKELSCHEUER, Patinoire",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-quai-1,1870169
Arret Antoine Quai 1,75,"CESSANGE, Rue Verte",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-quai-1,1870169
Arret Antoine Quai 2,13,"KOHLENBERG, Boy Konen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-quai-2,1870122
Arret Antoine Quai 2,27,"HAMM, Rue de Bitbourg",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-quai-2,1870122
Arret Antoine Quai 2,75,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-quai-2,1870122
Arret Antoine Quai 2,98,"Limpertsberg, Theater",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-antoine-quai-2,1870122
Arret Archiducs Quai 1,8,"LIMPERTSBERG, Lycée Michel Lucius",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-archiducs-quai-1,1635037
Arret Archiducs Quai 1,12,"KIRCHBERG, Chambre des Métiers",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-archiducs-quai-1,1635037
Arret Archiducs Quai 1,72,"KIRCHBERG, Jean Monnet",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-archiducs-quai-1,1635037
Arret Archiducs Quai 1,78,"DOMMELDANGE, Château",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-archiducs-quai-1,1635037
Arret Archiducs Quai 2,8,"BERTRANGE, Waassertuerm",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-archiducs-quai-2,1635042
Arret Archiducs Quai 2,12,"MERL, Celtes",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-archiducs-quai-2,1635042
Arret Archiducs Quai 2,71,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-archiducs-quai-2,1635042
Arret Archiducs Quai 2,78,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-archiducs-quai-2,1635042
Arret Arthur Knaff Quai 1,14,"CENTS, Waassertuerm",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-arthur-knaff-quai-1,2539072
Arret Arthur Knaff Quai 1,73,"CENTS, Waassertuerm",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-arthur-knaff-quai-1,2539072
Arret Arthur Knaff Quai 1,83,École Européenne,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-arthur-knaff-quai-1,2539072
Arret Arthur Knaff Quai 1,93,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-arthur-knaff-quai-1,2539072
Arret Arthur Knaff Quai 1,93,"PULVERMUHL, Hammer Dällchen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-arthur-knaff-quai-1,2539072
Arret Arthur Knaff Quai 2,14,"CESSANGE, Boy Konen",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-arthur-knaff-quai-2,2539059
Arret Arthur Knaff Quai 2,73,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-arthur-knaff-quai-2,2539059
Arret Arthur Knaff Quai 2,83,"CLAUSEN, Clausener Bréck",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-arthur-knaff-quai-2,2539059
Arret Artisans Quai 1,14,"CENTS, Waassertuerm",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-artisans-quai-1,1320089
Arret Artisans Quai 1,4,"DOMMELDANGE, Parc de l'Europe",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-artisans-quai-1,1320089
Arret Artisans Quai 1,27,"HAMM, Rue de Bitbourg",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-artisans-quai-1,1320089
Arret Artisans Quai 1,75,Geesseknäppchen/Sud,https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-artisans-quai-1,1320089
Arret Artisans Quai 1,94,"Limpertsberg, LTC",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-artisans-quai-1,1320089
Arret Artisans Quai 1,98,"Limpertsberg, Theater",https://vdl.lu/fr/se-deplacer/en-bus/horaires-et-depart-en-temps-reel/arrets/arret-artisans-quai-1,1320089
